file,name,error
tests/instcombine/andorxor.opt,AndOrXor:1683-2,
tests/instcombine/andorxor.opt,AndOrXor:1704,
tests/instcombine/andorxor.opt,AndOrXor:1705,
tests/instcombine/andorxor.opt,AndOrXor:1733,
tests/instcombine/andorxor.opt,AndOrXor:2063  (X ^ C1) | C2 --> (X | C2) ^ (C1 & ~C2),
tests/instcombine/andorxor.opt,AndOrXor:2113   ((~A & B) | A) -> (A | B),
tests/instcombine/andorxor.opt,AndOrXor:2118   ((A & B) | ~A) -> (~A | B),
tests/instcombine/andorxor.opt,AndOrXor:2123   (A & (~B)) | (A ^ B) -> (A ^ B),
tests/instcombine/andorxor.opt,AndOrXor:2188,
tests/instcombine/andorxor.opt,AndOrXor:2231  (A ^ B) | ((B ^ C) ^ A) -> (A ^ B) | C,
tests/instcombine/andorxor.opt,AndOrXor:2243  ((B | C) & A) | B -> B | (A & C),
tests/instcombine/andorxor.opt,AndOrXor:2247  (~A | ~B) == (~(A & B)),
tests/instcombine/andorxor.opt,AndOrXor:2263,
tests/instcombine/andorxor.opt,AndOrXor:2264,
tests/instcombine/andorxor.opt,AndOrXor:2265,
tests/instcombine/andorxor.opt,AndOrXor:2284,
tests/instcombine/andorxor.opt,AndOrXor:2285,
tests/instcombine/andorxor.opt,AndOrXor:2297,
tests/instcombine/andorxor.opt,AndOrXor:2321-1,unknown conversion op 'zext %A' ; conversionop.op = 'zext'
tests/instcombine/andorxor.opt,AndOrXor:2321-2,unknown conversion op 'sext %A' ; conversionop.op = 'sext'
tests/instcombine/andorxor.opt,AndOrXor:2321-3,unknown conversion op 'trunc %A' ; conversionop.op = 'trunc'
tests/instcombine/andorxor.opt,AndOrXor:2356,unknown conversion op 'sext i1 %A' ; conversionop.op = 'sext'
tests/instcombine/andorxor.opt,AndOrXor:2367,
tests/instcombine/andorxor.opt,AndOrXor:2375,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/andorxor.opt,AndOrXor:2416,
tests/instcombine/andorxor.opt,AndOrXor:2417,
tests/instcombine/andorxor.opt,AndOrXor:2429,
tests/instcombine/andorxor.opt,AndOrXor:2430,
tests/instcombine/andorxor.opt,AndOrXor:2443,
tests/instcombine/andorxor.opt,AndOrXor:2453,
tests/instcombine/andorxor.opt,AndOrXor:2459-1,unknown conversion op 'zext %cmp to i11' ; conversionop.op = 'zext'
tests/instcombine/andorxor.opt,AndOrXor:2459-2,unknown conversion op 'sext %cmp to i11' ; conversionop.op = 'sext'
tests/instcombine/andorxor.opt,AndOrXor:2475,
tests/instcombine/andorxor.opt,AndOrXor:2486,
tests/instcombine/andorxor.opt,AndOrXor:2515   ((X^C1) >> C2)^C3 -> (X>>C2) ^ ((C1>>C2)^C3),"cannot convert value 'lshr(C1, C2)' (type: 'constants.CnstFunction')"
tests/instcombine/andorxor.opt,AndOrXor:2581  (B|A)^B -> A & ~B,
tests/instcombine/andorxor.opt,AndOrXor:2587  (B&A)^A -> ~B & A,
tests/instcombine/andorxor.opt,AndOrXor:2595,
tests/instcombine/andorxor.opt,AndOrXor:2607,
tests/instcombine/andorxor.opt,AndOrXor:2617,
tests/instcombine/andorxor.opt,AndOrXor:2627,
tests/instcombine/andorxor.opt,AndOrXor:2647,
tests/instcombine/andorxor.opt,AndOrXor:2658,
tests/instcombine/andorxor.opt,AndOrXor:2663,
tests/instcombine/andorxor.opt,AndOrXor:2681-1,unknown conversion op 'zext %a' ; conversionop.op = 'zext'
tests/instcombine/andorxor.opt,AndOrXor:2681-2,unknown conversion op 'sext %a' ; conversionop.op = 'sext'
tests/instcombine/andorxor.opt,AndOrXor:2681-3,unknown conversion op 'trunc %a' ; conversionop.op = 'trunc'
tests/instcombine/muldivrem.opt,152,
tests/instcombine/muldivrem.opt,160,
tests/instcombine/muldivrem.opt,229,
tests/instcombine/muldivrem.opt,239,
tests/instcombine/muldivrem.opt,265,binops with flags '['exact']' not supported
tests/instcombine/muldivrem.opt,265-2,binops with flags '['exact']' not supported
tests/instcombine/muldivrem.opt,266,binops with flags '['exact']' not supported
tests/instcombine/muldivrem.opt,266-2,binops with flags '['exact']' not supported
tests/instcombine/muldivrem.opt,275,
tests/instcombine/muldivrem.opt,275-2,
tests/instcombine/muldivrem.opt,276,
tests/instcombine/muldivrem.opt,276-2,
tests/instcombine/muldivrem.opt,283,
tests/instcombine/muldivrem.opt,290 & 292,
tests/instcombine/muldivrem.opt,SimplifyDivRemOfSelect,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/muldivrem.opt,805,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/muldivrem.opt,809,unknown conversion op 'zext %c' ; conversionop.op = 'zext'
tests/instcombine/muldivrem.opt,820,
tests/instcombine/muldivrem.opt,820',
tests/instcombine/muldivrem.opt,891,
tests/instcombine/muldivrem.opt,891-exact,binops with flags '['exact']' not supported
tests/instcombine/muldivrem.opt,976,unknown conversion op 'zext Ty %X' ; conversionop.op = 'zext'
tests/instcombine/muldivrem.opt,976-exact,unknown conversion op 'zext Ty %X' ; conversionop.op = 'zext'
tests/instcombine/muldivrem.opt,1030,
tests/instcombine/muldivrem.opt,1049,binops with flags '['nsw']' not supported
tests/instcombine/muldivrem.opt,1285,unknown conversion op 'zext Ty %X' ; conversionop.op = 'zext'
tests/instcombine/muldivrem.opt,1298,unknown conversion op 'zext %cmp' ; conversionop.op = 'zext'
tests/instcombine/select.opt,Select:485-2,Error: incompatible bitwidths: 1and32
tests/instcombine/select.opt,Select:489-2,Error: incompatible bitwidths: 1and32
tests/instcombine/select.opt,Select:575,cannot convert value 'width(%X)' (type: 'constants.CnstFunction')
tests/instcombine/select.opt,Select:575',cannot convert value 'width(%X)' (type: 'constants.CnstFunction')
tests/instcombine/select.opt,Select:576,cannot convert value 'width(%X)' (type: 'constants.CnstFunction')
tests/instcombine/select.opt,Select:576',cannot convert value 'width(%X)' (type: 'constants.CnstFunction')
tests/instcombine/select.opt,Select:637,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/select.opt,Select:641,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/select.opt,Select:699,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/select.opt,Select:700,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/select.opt,Select:704,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/select.opt,Select:705,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/select.opt,Select:740,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/select.opt,Select:741,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/select.opt,Select:746,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/select.opt,Select:747,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/select.opt,Select:846,
tests/instcombine/select.opt,Select:850,
tests/instcombine/select.opt,Select:855,
tests/instcombine/select.opt,Select:859,
tests/instcombine/select.opt,Select:851,
tests/instcombine/select.opt,Select:852,
tests/instcombine/select.opt,Select:858,
tests/instcombine/select.opt,Select:859',
tests/instcombine/select.opt,Select:869,unknown conversion op 'zext C' ; conversionop.op = 'zext'
tests/instcombine/select.opt,Select:873,unknown conversion op 'sext C' ; conversionop.op = 'sext'
tests/instcombine/select.opt,Select:877,unknown conversion op 'zext %notc' ; conversionop.op = 'zext'
tests/instcombine/select.opt,Select:883,unknown conversion op 'sext %notc' ; conversionop.op = 'sext'
tests/instcombine/select.opt,Select:962,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/select.opt,Select:967a,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/select.opt,Select:967b,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/select.opt,Select:1070,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/select.opt,Select:1078,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/select.opt,Select:1087,LArgumentList instance has no attribute '__getitem__'
tests/instcombine/select.opt,Select:1100,
tests/instcombine/select.opt,Select:1105,
tests/instcombine/shift.opt,InstCombineShift: 239,
tests/instcombine/shift.opt,InstCombineShift: 279,
tests/instcombine/shift.opt,InstCombineShift: 351,
tests/instcombine/shift.opt,InstCombineShift: 366-1,unknown conversion op 'trunc %TrOp' ; conversionop.op = 'trunc'
tests/instcombine/shift.opt,InstCombineShift: 366-2,unknown conversion op 'trunc %TrOp' ; conversionop.op = 'trunc'
tests/instcombine/shift.opt,InstCombineShift: 366-3,unknown conversion op 'trunc %TrOp' ; conversionop.op = 'trunc'
tests/instcombine/shift.opt,InstCombineShift: 366-4,unknown conversion op 'trunc %TrOp' ; conversionop.op = 'trunc'
tests/instcombine/shift.opt,InstCombineShift: 366-5,unknown conversion op 'trunc %TrOp' ; conversionop.op = 'trunc'
tests/instcombine/shift.opt,InstCombineShift: 366-6,unknown conversion op 'trunc %TrOp' ; conversionop.op = 'trunc'
tests/instcombine/shift.opt,InstCombineShift: 422-1,
tests/instcombine/shift.opt,InstCombineShift: 422-2,
tests/instcombine/shift.opt,InstCombineShift: 440,
tests/instcombine/shift.opt,InstCombineShift: 458,
tests/instcombine/shift.opt,InstCombineShift: 476,
tests/instcombine/shift.opt,InstCombineShift: 497,
tests/instcombine/shift.opt,InstCombineShift: 497''',
tests/instcombine/shift.opt,InstCombineShift: 582,
tests/instcombine/shift.opt,InstCombineShift: 724,
